,artist,album
9514,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
9517,António Zambujo,Quinto
9520,Panda e Os Caricas,Panda e Os Caricas 2
9521,António Zambujo,Quinto
9522,Ana Moura,Desfado
9527,Panda e Os Caricas,Panda e Os Caricas
9529,Tony Carreira,Essencial
9530,Carminho,Alma
9533,D.A.M.A.,Uma questão de princípio
9535,Mariza,Best Of Mariza
9536,Ana Moura,Desfado
9538,Paulo Gonzo,Duetos
9539,Panda e Os Caricas,Panda e Os Caricas 2
9541,Tony Carreira,25 anos
9542,Carminho,Alma
9545,Mariza,Mundo
9546,D.A.M.A.,Uma questão de princípio
9548,Mariza,Best Of Mariza
9549,Ana Moura,Desfado
9550,António Zambujo,Rua da Emenda
9552,Panda e Os Caricas,Panda e Os Caricas 3
9554,Carminho,Canto
9557,Tony Carreira,Sempre
9559,Panda e Os Caricas,Panda e Os Caricas 3
9561,Mariza,Mundo
9562,Ana Moura,Moura
9563,António Zambujo,Rua da Emenda
9564,Ana Moura,Desfado
9567,D.A.M.A.,Dá-me um segundo
9569,Mariza,Best Of Mariza
9570,D.A.M.A.,Uma questão de princípio
9576,Ana Moura,Moura
9580,Ana Moura,Desfado
9583,Panda e Os Caricas,Panda e Os Caricas 4
9584,António Zambujo,Rua da Emenda
9586,Carminho,Carminho canta Tom Jobim
9587,Tony Carreira,Sempre mais
9589,Mariza,Mariza [2018]
9592,Panda e Os Caricas,A volta ao mundo
9594,Mariza,Best Of Mariza
9602,Mariza,Mariza [2018]
9603,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
9607,Tony Carreira,As cançoes das nossas vidas
9608,Mariza,Best Of Mariza
9613,Mariza,Fado curvo
9614,Tony Carreira,Vagabundo por amor
9622,Mariza,Transparente
9628,Paulo Gonzo,Paulo Gonzo
9631,Mariza,Transparente
9632,Mariza,Fado em mim
9633,Tony Carreira,Ao vivo no Coliseu
9636,Mariza,Fado curvo
9645,Mariza,Concerto em Lisboa
9648,Tony Carreira,A vida que eu escolhi
9653,Ana Moura,Para além da saudade
9656,Deolinda,Canção ao lado
9660,Tony Carreira,Best Of - 20 anos de canções
9661,Mariza,Terra
9664,Ana Moura,Para além da saudade
9666,Mariza,Concerto em Lisboa
9671,Ana Moura,Leva-me aos fados
9674,Paulo Gonzo,Perfil
9678,Deolinda,Canção ao lado
9679,Mariza,Terra
9682,Tony Carreira,O homem que sou
9689,Ana Moura,Leva-me aos fados
9695,Pedro Abrunhosa,Longe
9706,Tony Carreira,O mesmo de sempre
9711,Mariza,Concerto em Lisboa
9715,Panda e Os Caricas,Panda e Os Caricas
9719,Carminho,Alma
9720,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
9722,António Zambujo,Quinto
9724,António Zambujo,Quinto
9726,Ana Moura,Desfado
9728,Panda e Os Caricas,Panda e Os Caricas 2
9735,Panda e Os Caricas,Panda e Os Caricas
9736,Tony Carreira,Essencial
9737,Carminho,Alma
9738,Mariza,Best Of Mariza
9740,D.A.M.A.,Uma questão de princípio
9741,Ana Moura,Desfado
9744,Paulo Gonzo,Duetos
9745,Panda e Os Caricas,Panda e Os Caricas 2
9746,Carminho,Alma
9748,Tony Carreira,25 anos
9751,D.A.M.A.,Dá-me um segundo
9752,Mariza,Mundo
9753,D.A.M.A.,Uma questão de princípio
9755,Mariza,Best Of Mariza
9756,Ana Moura,Desfado
9758,Panda e Os Caricas,Panda e Os Caricas 3
9760,António Zambujo,Rua da Emenda
9762,Carminho,Canto
9765,António Zambujo,Até pensei que fosse minha
9767,D.A.M.A.,Dá-me um segundo
9768,Panda e Os Caricas,Panda e Os Caricas 3
9769,Mariza,Mundo
9770,António Zambujo,Rua da Emenda
9771,Ana Moura,Desfado
9773,Ana Moura,Moura
9778,Mariza,Best Of Mariza
9779,D.A.M.A.,Uma questão de princípio
9783,Ana Moura,Moura
9784,Ana Moura,Desfado
9787,Panda e Os Caricas,Panda e Os Caricas 4
9790,António Zambujo,Rua da Emenda
9791,Carminho,Carminho canta Tom Jobim
9792,Mariza,Best Of Mariza
9797,Mariza,Mariza [2018]
9802,Panda e Os Caricas,A volta ao mundo
9808,Mariza,Best Of Mariza
9809,Ana Moura,Best Of
9814,Mariza,Mariza [2018]
9815,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
9817,Mariza,Best Of Mariza
9821,Tony Carreira,As cançoes das nossas vidas
9824,Mariza,Fado curvo
9825,Tony Carreira,Vagabundo por amor
9832,Mariza,Transparente
9839,Paulo Gonzo,Paulo Gonzo
9841,Mariza,Transparente
9842,Mariza,Fado em mim
9844,Tony Carreira,Ao vivo no Coliseu
9847,Mariza,Fado curvo
9848,Mariza,Concerto em Lisboa
9858,Mariza,Fado em mim
9861,Ana Moura,Para além da saudade
9865,Deolinda,Canção ao lado
9868,Tony Carreira,Best Of - 20 anos de canções
9869,Mariza,Terra
9873,Ana Moura,Para além da saudade
9875,Mariza,Concerto em Lisboa
9878,Ana Moura,Leva-me aos fados
9881,Paulo Gonzo,Perfil
9885,Mariza,Terra
9889,Ana Moura,Para além da saudade
9897,Pedro Abrunhosa,Longe
9900,Ana Moura,Leva-me aos fados
9908,Tony Carreira,O mesmo de sempre
9919,Panda e Os Caricas,Panda e Os Caricas
9920,Carminho,Alma
9925,António Zambujo,Quinto
9929,António Zambujo,Quinto
9930,Panda e Os Caricas,Panda e Os Caricas 2
9932,Ana Moura,Desfado
9938,Tony Carreira,Essencial
9941,Mariza,Best Of Mariza
9943,D.A.M.A.,Uma questão de princípio
9944,Paulo Gonzo,Duetos
9945,Ana Moura,Desfado
9947,Panda e Os Caricas,Panda e Os Caricas 2
9948,Tony Carreira,25 anos
9949,Carminho,Alma
9952,D.A.M.A.,Dá-me um segundo
9954,Mariza,Mundo
9955,D.A.M.A.,Uma questão de princípio
9959,Mariza,Best Of Mariza
9963,António Zambujo,Rua da Emenda
9964,Ana Moura,Desfado
9965,Panda e Os Caricas,Panda e Os Caricas 3
9966,Carminho,Canto
9967,António Zambujo,Até pensei que fosse minha
9969,Panda e Os Caricas,Panda e Os Caricas 3
9970,D.A.M.A.,Dá-me um segundo
9971,Mariza,Mundo
9972,António Zambujo,Rua da Emenda
9974,Ana Moura,Desfado
9975,Ana Moura,Moura
9987,Ana Moura,Desfado
9989,Ana Moura,Moura
9990,Carminho,Carminho canta Tom Jobim
9992,Panda e Os Caricas,Panda e Os Caricas 4
9993,Mariza,Best Of Mariza
9994,António Zambujo,Rua da Emenda
9995,Mariza,Mundo
9998,Mariza,Mariza [2018]
10002,Panda e Os Caricas,A volta ao mundo
10009,Mariza,Best Of Mariza
10012,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
10013,Mariza,Mariza [2018]
10018,António Zambujo,Do avesso
10019,Mariza,Best Of Mariza
10021,António Zambujo,António Zambujo
10024,Tony Carreira,Vagabundo por amor
10025,Mariza,Fado curvo
10033,Mariza,Transparente
10040,Paulo Gonzo,Paulo Gonzo
10041,Mariza,Transparente
10042,Mariza,Fado em mim
10044,Tony Carreira,Ao vivo no Coliseu
10046,Mariza,Fado curvo
10053,Mariza,Concerto em Lisboa
10061,Mariza,Fado em mim
10066,Deolinda,Canção ao lado
10069,Tony Carreira,Best Of - 20 anos de canções
10070,Mariza,Terra
10073,Ana Moura,Para além da saudade
10078,Ana Moura,Leva-me aos fados
10079,Mariza,Terra
10081,Paulo Gonzo,Perfil
10085,Carminho,Fado
10086,Deolinda,Canção ao lado
10088,Ana Moura,Para além da saudade
10097,Deolinda,Canção ao lado
10100,Mariza,Terra
10109,Tony Carreira,O mesmo de sempre
10116,Panda e Os Caricas,Panda e Os Caricas
10118,Carminho,Alma
10120,António Zambujo,Quinto
10130,António Zambujo,Quinto
10132,Ana Moura,Desfado
10134,Panda e Os Caricas,Panda e Os Caricas 2
10142,Carminho,Canto
10144,D.A.M.A.,Uma questão de princípio
10145,Mariza,Best Of Mariza
10147,Paulo Gonzo,Duetos
10148,Ana Moura,Desfado
10150,Panda e Os Caricas,Panda e Os Caricas 2
10153,Tony Carreira,25 anos
10154,D.A.M.A.,Dá-me um segundo
10155,Mariza,Mundo
10158,Mariza,Best Of Mariza
10159,D.A.M.A.,Uma questão de princípio
10160,Ana Moura,Desfado
10163,Panda e Os Caricas,Panda e Os Caricas 3
10164,António Zambujo,Rua da Emenda
10167,Carminho,Canto
10169,António Zambujo,Até pensei que fosse minha
10170,Panda e Os Caricas,Panda e Os Caricas 3
10172,D.A.M.A.,Dá-me um segundo
10174,Mariza,Mundo
10175,Ana Moura,Moura
10176,António Zambujo,Rua da Emenda
10178,Mariza,Best Of Mariza
10180,Ana Moura,Desfado
10191,Ana Moura,Moura
10193,Ana Moura,Desfado
10194,Carminho,Carminho canta Tom Jobim
10198,Panda e Os Caricas,Panda e Os Caricas 4
10199,Tony Carreira,As cançoes das nossas vidas
10201,Mariza,Mariza [2018]
10204,Panda e Os Caricas,A volta ao mundo
10209,Mariza,Concerto em Lisboa
10217,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
10218,Mariza,Mariza [2018]
10220,Mariza,Best Of Mariza
10222,António Zambujo,António Zambujo
10223,Pedro Abrunhosa,Espiritual
10227,Tony Carreira,As cançoes das nossas vidas
10229,Tony Carreira,Vagabundo por amor
10241,Mariza,Concerto em Lisboa
10243,Paulo Gonzo,Paulo Gonzo
10245,Mariza,Transparente
10248,Tony Carreira,Ao vivo no Coliseu
10249,Mariza,Fado em mim
10253,Mariza,Fado curvo
10255,Mariza,Concerto em Lisboa
10261,Mariza,Fado em mim
10270,Deolinda,Canção ao lado
10272,Tony Carreira,Best Of - 20 anos de canções
10274,Mariza,Terra
10284,Ana Moura,Leva-me aos fados
10287,Paulo Gonzo,Perfil
10288,Mariza,Terra
10293,Deolinda,Canção ao lado
10303,Deolinda,Canção ao lado
10304,Pedro Abrunhosa,Longe
10314,Tony Carreira,O mesmo de sempre
10317,Panda e Os Caricas,Panda e Os Caricas
10319,Carminho,Alma
10324,António Zambujo,Quinto
10330,António Zambujo,Quinto
10332,Ana Moura,Desfado
10333,Panda e Os Caricas,Panda e Os Caricas 2
10342,Carminho,Canto
10343,António Zambujo,Rua da Emenda
10345,Paulo Gonzo,Duetos
10347,D.A.M.A.,Uma questão de princípio
10350,Mariza,Best Of Mariza
10351,Ana Moura,Desfado
10353,Panda e Os Caricas,Panda e Os Caricas 2
10354,Tony Carreira,25 anos
10356,D.A.M.A.,Dá-me um segundo
10357,Mariza,Mundo
10360,D.A.M.A.,Uma questão de princípio
10361,Mariza,Best Of Mariza
10363,Ana Moura,Desfado
10364,Panda e Os Caricas,Panda e Os Caricas 3
10366,Carminho,Canto
10367,António Zambujo,Rua da Emenda
10373,António Zambujo,Até pensei que fosse minha
10374,Panda e Os Caricas,Panda e Os Caricas 3
10375,Mariza,Mundo
10376,António Zambujo,Rua da Emenda
10379,Ana Moura,Moura
10380,Mariza,Best Of Mariza
10381,Ana Moura,Desfado
10382,D.A.M.A.,Dá-me um segundo
10391,Carminho,Carminho canta Tom Jobim
10392,Ana Moura,Moura
10398,Ana Moura,Desfado
10399,António Zambujo,Rua da Emenda
10400,Panda e Os Caricas,Panda e Os Caricas 4
10401,Tony Carreira,As cançoes das nossas vidas
10404,Mariza,Mariza [2018]
10409,Panda e Os Caricas,A volta ao mundo
10412,Mariza,Concerto em Lisboa
10416,Panda e Os Caricas,Panda e Os Caricas
10421,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
10424,Tony Carreira,As cançoes das nossas vidas
10425,Mariza,Mariza [2018]
10426,Mariza,Best Of Mariza
10429,Pedro Abrunhosa,Espiritual
10430,António Zambujo,Do avesso
10433,Tony Carreira,Vagabundo por amor
10446,Mariza,Concerto em Lisboa
10450,Paulo Gonzo,Paulo Gonzo
10456,Tony Carreira,Ao vivo no Coliseu
10457,Mariza,Fado curvo
10461,Mariza,Concerto em Lisboa
10466,Mariza,Fado em mim
10477,Deolinda,Canção ao lado
10479,Tony Carreira,Best Of - 20 anos de canções
10482,Mariza,Terra
10491,Ana Moura,Leva-me aos fados
10492,Paulo Gonzo,Perfil
10495,Mariza,Terra
10499,Deolinda,Canção ao lado
10507,Mariza,Concerto em Lisboa
10508,Pedro Abrunhosa,Longe
10511,Deolinda,Dois selos e um carimbo
10514,Deolinda,Canção ao lado
10515,Ana Moura,Leva-me aos fados
10523,Tony Carreira,O mesmo de sempre
10531,Ana Moura,Desfado
10534,Panda e Os Caricas,Panda e Os Caricas
10536,Carminho,Alma
10538,António Zambujo,Quinto
10540,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
10544,António Zambujo,Quinto
10546,Ana Moura,Desfado
10547,Panda e Os Caricas,Panda e Os Caricas 2
10551,Panda e Os Caricas,Panda e Os Caricas
10553,António Zambujo,Rua da Emenda
10555,Carminho,Canto
10556,Paulo Gonzo,Duetos
10557,D.A.M.A.,Uma questão de princípio
10559,Mariza,Best Of Mariza
10562,Ana Moura,Desfado
10563,Panda e Os Caricas,Panda e Os Caricas 2
10566,D.A.M.A.,Dá-me um segundo
10568,Mariza,Mundo
10574,Ana Moura,Desfado
10576,D.A.M.A.,Uma questão de princípio
10577,Mariza,Best Of Mariza
10578,António Zambujo,Rua da Emenda
10579,Panda e Os Caricas,Panda e Os Caricas 3
10580,Carminho,Canto
10585,António Zambujo,Até pensei que fosse minha
10589,Panda e Os Caricas,Panda e Os Caricas 3
10590,António Zambujo,Rua da Emenda
10592,Mariza,Mundo
10594,D.A.M.A.,Dá-me um segundo
10595,Ana Moura,Moura
10598,Ana Moura,Desfado
10600,Mariza,Best Of Mariza
10604,Ana Moura,Best Of
10606,Carminho,Carminho canta Tom Jobim
10611,Ana Moura,Moura
10616,Ana Moura,Desfado
10619,Tony Carreira,As cançoes das nossas vidas
10622,Mariza,Mariza [2018]
10628,Panda e Os Caricas,Panda e Os Caricas
10630,Panda e Os Caricas,A volta ao mundo
10642,Mariza,Mariza [2018]
10644,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
10645,Mariza,Best Of Mariza
10646,António Zambujo,António Zambujo
10649,António Zambujo,Do avesso
10652,Pedro Abrunhosa,Espiritual
10656,Tony Carreira,Vagabundo por amor
10658,Mariza,Fado curvo
10667,Mariza,Concerto em Lisboa
10671,Paulo Gonzo,Paulo Gonzo
10679,Tony Carreira,Ao vivo no Coliseu
10680,Mariza,Fado curvo
10683,Mariza,Concerto em Lisboa
10688,Mariza,Fado em mim
10689,Ana Moura,Para além da saudade
10699,Deolinda,Canção ao lado
10701,Tony Carreira,Best Of - 20 anos de canções
10708,Mariza,Terra
10714,Ana Moura,Leva-me aos fados
10717,Paulo Gonzo,Perfil
10719,Mariza,Terra
10720,Deolinda,Canção ao lado
10721,Carminho,Fado
10729,Pedro Abrunhosa,Longe
10732,Deolinda,Dois selos e um carimbo
10737,Deolinda,Canção ao lado
10741,Deolinda,Deolinda no coliseu dos recreios
10745,Paulo Gonzo,Só gestos
10749,Tony Carreira,O mesmo de sempre
10752,Pedro Abrunhosa,Coliseu
10756,Ana Moura,Desfado
10759,Panda e Os Caricas,Panda e Os Caricas
10760,Carminho,Alma
10764,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
10765,António Zambujo,Quinto
10767,Tony Carreira,25 anos
10770,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
10774,António Zambujo,Quinto
10776,Ana Moura,Desfado
10778,Panda e Os Caricas,Panda e Os Caricas 2
10782,Panda e Os Caricas,Panda e Os Caricas
10784,António Zambujo,Rua da Emenda
10786,Carminho,Canto
10788,D.A.M.A.,Uma questão de princípio
10789,Paulo Gonzo,Duetos
10793,Mariza,Best Of Mariza
10795,Panda e Os Caricas,Panda e Os Caricas 2
10796,Ana Moura,Desfado
10798,Ana Moura,Moura
10799,Mariza,Mundo
10800,D.A.M.A.,Dá-me um segundo
10807,Mariza,Best Of Mariza
10808,Ana Moura,Desfado
10809,D.A.M.A.,Uma questão de princípio
10810,Carminho,Canto
10811,António Zambujo,Rua da Emenda
10813,Ana Moura,Moura
10814,António Zambujo,Até pensei que fosse minha
10818,Panda e Os Caricas,Panda e Os Caricas 3
10819,António Zambujo,Rua da Emenda
10821,D.A.M.A.,Dá-me um segundo
10822,Mariza,Mundo
10828,Ana Moura,Desfado
10829,Mariza,Best Of Mariza
10832,D.A.M.A.,Lado a lado
10834,Ana Moura,Best Of
10835,Carminho,Carminho canta Tom Jobim
10844,Ana Moura,Moura
10848,António Zambujo,Do avesso
10849,Tony Carreira,As cançoes das nossas vidas
10850,Mariza,Mariza [2018]
10855,Panda e Os Caricas,A volta ao mundo
10856,Panda e Os Caricas,Panda e Os Caricas
10871,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
10874,António Zambujo,Do avesso
10876,Mariza,Mariza [2018]
10884,Tony Carreira,Vagabundo por amor
10886,Mariza,Fado curvo
10896,Mariza,Concerto em Lisboa
10902,Paulo Gonzo,Paulo Gonzo
10913,Mariza,Concerto em Lisboa
10918,Mariza,Fado em mim
10922,Ana Moura,Para além da saudade
10924,Paulo Gonzo,Perfil
10926,Tony Carreira,O homem que sou
10929,Deolinda,Canção ao lado
10932,Tony Carreira,Best Of - 20 anos de canções
10943,Ana Moura,Leva-me aos fados
10945,Paulo Gonzo,Perfil
10949,Mariza,Terra
10953,Carminho,Fado
10954,Tony Carreira,O mesmo de sempre
10955,Mariza,Fado tradicional
10960,Deolinda,Dois selos e um carimbo
10965,Deolinda,Canção ao lado
10967,Pedro Abrunhosa,Longe
10975,Paulo Gonzo,Só gestos
10977,Deolinda,Deolinda no coliseu dos recreios
10982,Tony Carreira,O mesmo de sempre
10985,Pedro Abrunhosa,Coliseu
10988,Carminho,Fado
10989,Tony Carreira,Essencial
10990,Ana Moura,Desfado
10995,Carminho,Alma
10996,Panda e Os Caricas,Panda e Os Caricas
11000,António Zambujo,Quinto
11004,Tony Carreira,25 anos
11005,Pedro Abrunhosa,Contramão
11006,Paulo Gonzo,Duetos
11008,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
11011,Ana Moura,Desfado
11015,António Zambujo,Quinto
11018,Panda e Os Caricas,Panda e Os Caricas 2
11022,António Zambujo,Rua da Emenda
11023,Carminho,Canto
11025,Paulo Gonzo,Duetos
11026,D.A.M.A.,Uma questão de princípio
11029,Mariza,Best Of Mariza
11033,Panda e Os Caricas,Panda e Os Caricas 2
11036,Ana Moura,Moura
11037,Mariza,Mundo
11038,D.A.M.A.,Dá-me um segundo
11046,Mariza,Best Of Mariza
11047,António Zambujo,Rua da Emenda
11048,D.A.M.A.,Uma questão de princípio
11051,Carminho,Canto
11052,Ana Moura,Desfado
11053,Carminho,Carminho canta Tom Jobim
11054,António Zambujo,Até pensei que fosse minha
11055,Ana Moura,Moura
11058,Panda e Os Caricas,Panda e Os Caricas 3
11061,António Zambujo,Rua da Emenda
11063,D.A.M.A.,Dá-me um segundo
11065,Mariza,Mundo
11070,Ana Moura,Desfado
11073,D.A.M.A.,Lado a lado
11075,Ana Moura,Best Of
11076,Carminho,Carminho canta Tom Jobim
11087,Ana Moura,Moura
11090,Tony Carreira,Sempre mais
11091,Pedro Abrunhosa,Espiritual
11092,António Zambujo,Do avesso
11094,Carminho,Maria
11095,Tony Carreira,As cançoes das nossas vidas
11096,Mariza,Mariza [2018]
11101,Panda e Os Caricas,A volta ao mundo
11105,Panda e Os Caricas,Panda e Os Caricas
11120,Mariza,Best Of Mariza
11121,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
11123,António Zambujo,Do avesso
11132,Tony Carreira,Vagabundo por amor
11133,Mariza,Fado curvo
11145,Mariza,Concerto em Lisboa
11154,Paulo Gonzo,Paulo Gonzo
11166,Mariza,Concerto em Lisboa
11167,Paulo Gonzo,Perfil
11168,Mariza,Fado em mim
11172,Ana Moura,Para além da saudade
11176,Tony Carreira,O homem que sou
11180,Deolinda,Canção ao lado
11183,Tony Carreira,Best Of - 20 anos de canções
11192,Ana Moura,Leva-me aos fados
11197,Paulo Gonzo,Perfil
11199,Mariza,Terra
11200,Carminho,Fado
11202,Tony Carreira,O mesmo de sempre
11203,Mariza,Fado tradicional
11208,Deolinda,Dois selos e um carimbo
11213,Pedro Abrunhosa,Longe
11217,Deolinda,Canção ao lado
11225,Paulo Gonzo,Só gestos
11228,Deolinda,Deolinda no coliseu dos recreios
11232,Tony Carreira,O mesmo de sempre
11233,Carminho,Fado
11235,Mariza,Mariza [2018]
11237,Pedro Abrunhosa,Coliseu
11238,Tony Carreira,Essencial
11240,Ana Moura,Desfado
11246,Carminho,Alma
11247,Panda e Os Caricas,Panda e Os Caricas
11249,António Zambujo,Quinto
11252,Tony Carreira,25 anos
11253,Pedro Abrunhosa,Contramão
11254,Paulo Gonzo,Duetos
11255,Ana Moura,Desfado
11257,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
11261,António Zambujo,Quinto
11263,Tony Carreira,Essencial
11266,Carminho,Alma
11268,Tony Carreira,Sempre
11271,António Zambujo,Rua da Emenda
11272,Carminho,Canto
11274,Paulo Gonzo,Duetos
11275,D.A.M.A.,Uma questão de princípio
11276,Pedro Abrunhosa,Viagens
11277,Mariza,Best Of Mariza
11282,Ana Moura,Desfado
11283,Ana Moura,Moura
11284,Mariza,Mundo
11285,D.A.M.A.,Dá-me um segundo
11294,Mariza,Best Of Mariza
11296,D.A.M.A.,Uma questão de princípio
11297,Ana Moura,Desfado
11298,Carminho,Canto
11299,António Zambujo,Rua da Emenda
11301,Carminho,Carminho canta Tom Jobim
11302,Ana Moura,Moura
11303,António Zambujo,Até pensei que fosse minha
11307,D.A.M.A.,Dá-me um segundo
11308,Panda e Os Caricas,Panda e Os Caricas 3
11309,António Zambujo,Rua da Emenda
11312,Mariza,Mundo
11315,Ana Moura,Desfado
11321,D.A.M.A.,Lado a lado
11323,Ana Moura,Best Of
11324,Carminho,Carminho canta Tom Jobim
11328,Tony Carreira,Sempre mais
11335,Mariza,Best Of Mariza
11338,Ana Moura,Moura
11339,Pedro Abrunhosa,Espiritual
11341,António Zambujo,Do avesso
11342,Tony Carreira,As cançoes das nossas vidas
11343,Carminho,Maria
11344,Mariza,Mariza [2018]
11350,Panda e Os Caricas,A volta ao mundo
11362,Tony Carreira,As cançoes das nossas vidas
11366,Mariza,Mariza [2018]
11368,António Zambujo,Do avesso
11369,Mariza,Best Of Mariza
11370,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
11385,Mariza,Transparente
11390,Tony Carreira,A vida que eu escolhi
11393,Mariza,Concerto em Lisboa
11402,Paulo Gonzo,Paulo Gonzo
11411,Paulo Gonzo,Perfil
11412,Mariza,Concerto em Lisboa
11415,Mariza,Fado em mim
11419,Ana Moura,Para além da saudade
11423,Tony Carreira,O homem que sou
11427,Deolinda,Canção ao lado
11429,Mariza,Terra
11433,Tony Carreira,Best Of - 20 anos de canções
11442,Ana Moura,Leva-me aos fados
11448,Mariza,Terra
11449,Tony Carreira,O homem que sou
11450,Paulo Gonzo,Perfil
11451,Carminho,Fado
11452,Deolinda,Canção ao lado
11454,Tony Carreira,O mesmo de sempre
11455,Mariza,Fado tradicional
11458,Deolinda,Dois selos e um carimbo
11466,Pedro Abrunhosa,Longe
11470,Deolinda,Canção ao lado
11477,Paulo Gonzo,Só gestos
11480,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
11484,Deolinda,Deolinda no coliseu dos recreios
11489,Tony Carreira,Essencial
11491,Ana Moura,Desfado
11494,Carminho,Alma
11496,Panda e Os Caricas,Panda e Os Caricas
11501,António Zambujo,Quinto
11505,Tony Carreira,25 anos
11506,Pedro Abrunhosa,Contramão
11507,Paulo Gonzo,Duetos
11508,Ana Moura,Desfado
11510,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
11514,António Zambujo,Quinto
11518,Carminho,Alma
11519,Tony Carreira,Essencial
11520,Tony Carreira,Sempre
11521,António Zambujo,Rua da Emenda
11524,Carminho,Canto
11525,D.A.M.A.,Uma questão de princípio
11526,Paulo Gonzo,Duetos
11528,Mariza,Best Of Mariza
11530,Pedro Abrunhosa,Viagens
11536,Ana Moura,Moura
11537,Mariza,Mundo
11539,D.A.M.A.,Dá-me um segundo
11548,D.A.M.A.,Uma questão de princípio
11549,Mariza,Best Of Mariza
11550,António Zambujo,Rua da Emenda
11551,Ana Moura,Desfado
11552,Carminho,Canto
11555,Carminho,Carminho canta Tom Jobim
11556,Ana Moura,Moura
11557,António Zambujo,Até pensei que fosse minha
11559,Panda e Os Caricas,Panda e Os Caricas 3
11561,António Zambujo,Rua da Emenda
11562,D.A.M.A.,Dá-me um segundo
11566,Mariza,Mundo
11568,Ana Moura,Desfado
11574,D.A.M.A.,Lado a lado
11576,Ana Moura,Best Of
11578,Carminho,Carminho canta Tom Jobim
11585,Tony Carreira,Sempre mais
11586,António Zambujo,António Zambujo
11587,Ana Moura,Moura
11589,Pedro Abrunhosa,Espiritual
11590,António Zambujo,Do avesso
11591,Tony Carreira,As cançoes das nossas vidas
11592,Carminho,Maria
11594,Mariza,Mariza [2018]
11597,Panda e Os Caricas,A volta ao mundo
11601,Mariza,Best Of Mariza
11609,Tony Carreira,As cançoes das nossas vidas
11614,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
11615,Mariza,Mariza [2018]
11616,Mariza,Best Of Mariza
11618,António Zambujo,Do avesso
11628,Tony Carreira,Vagabundo por amor
11632,Mariza,Transparente
11640,Tony Carreira,A vida que eu escolhi
11645,Mariza,Concerto em Lisboa
11653,Paulo Gonzo,Paulo Gonzo
11658,Mariza,Concerto em Lisboa
11660,Paulo Gonzo,Perfil
11665,Ana Moura,Para além da saudade
11668,Tony Carreira,A vida que eu escolhi
11673,Tony Carreira,O homem que sou
11675,Deolinda,Canção ao lado
11678,Mariza,Terra
11683,Tony Carreira,Best Of - 20 anos de canções
11694,Ana Moura,Leva-me aos fados
11695,Paulo Gonzo,Perfil
11698,Mariza,Terra
11699,Tony Carreira,O homem que sou
11700,Carminho,Fado
11703,Deolinda,Canção ao lado
11704,Tony Carreira,O mesmo de sempre
11705,Mariza,Fado tradicional
11708,Deolinda,Dois selos e um carimbo
11716,Pedro Abrunhosa,Longe
11719,Deolinda,Canção ao lado
11727,Deolinda,Deolinda no coliseu dos recreios
11731,Carminho,Fado
11732,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
11734,Paulo Gonzo,Só gestos
11736,Tony Carreira,Essencial
11738,Ana Moura,Desfado
11740,Carminho,Alma
11742,Panda e Os Caricas,Panda e Os Caricas
11744,António Zambujo,Quinto
11750,Tony Carreira,25 anos
11751,Pedro Abrunhosa,Contramão
11752,Paulo Gonzo,Duetos
11753,Ana Moura,Desfado
11756,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
11759,António Zambujo,Quinto
11760,Tony Carreira,Essencial
11764,Carminho,Alma
11765,Panda e Os Caricas,Panda e Os Caricas 2
11766,Tony Carreira,Sempre
11768,António Zambujo,Rua da Emenda
11769,D.A.M.A.,Uma questão de princípio
11770,Carminho,Canto
11772,Paulo Gonzo,Duetos
11774,Mariza,Best Of Mariza
11775,Pedro Abrunhosa,Viagens
11783,Ana Moura,Moura
11784,Mariza,Mundo
11785,D.A.M.A.,Dá-me um segundo
11791,Ana Moura,Desfado
11792,D.A.M.A.,Uma questão de princípio
11794,Mariza,Best Of Mariza
11798,Carminho,Canto
11799,Panda e Os Caricas,Panda e Os Caricas 3
11800,Carminho,Carminho canta Tom Jobim
11801,Ana Moura,Moura
11802,António Zambujo,Até pensei que fosse minha
11804,Panda e Os Caricas,Panda e Os Caricas 3
11805,António Zambujo,Rua da Emenda
11806,Mariza,Mundo
11807,D.A.M.A.,Dá-me um segundo
11813,Ana Moura,Desfado
11814,Deolinda,Outras histórias
